WEST COXSACKIE,12192
CRANBERRY LAKE,12927
CROGHAN,13327
CROPSEYVILLE,12052
CROWN POINT,12928
DANNEMORA,12929
DAVENPORT,13750
DAVENPORT CENTER,13751
DEANSBORO,13328
DEFERIET,13628
DE KALB JUNCTION,13630
DELANSON,12053
DELANCEY,13752
DELHI,13753
DELMAR,12054
DELPHI FALLS,13051
DEPAUVILLE,13632
DE PEYSTER,13633
DEPOSIT,13754
DE RUYTER,13052
DEXTER,13634
LIMERICK,13657
DIAMOND POINT,12824
DICKINSON CENTER,12930
DOLGEVILLE,13329
DOWNSVILLE,13755
DRYDEN,13053
DUANESBURG,12056
DURHAMVILLE,13054
EAGLE BAY,13331
BUSKIRK,12028
EAGLE BRIDGE,12057
EARLTON,12058
SURPRISE,12176
EARLVILLE,13332
EAST BERNE,12059
EAST BRANCH,13756
EAST CHATHAM,12060
EAST GREENBUSH,12061
EAST MEREDITH,13757
EAST NASSAU,12062
EAST SCHODACK,12063
EAST SYRACUSE,13057
EAST WORCESTER,12064
EATON,13334
EDMESTON,13335
EDWARDS,13635
ELBRIDGE,13060
ELIZABETHTOWN,12932
ELLENBURG,12933
ELLENBURG CENTER,12934
ELLENBURG DEPOT,12935
ELLISBURG,13636
ENDICOTT,13760
ENDWELL,13762
ERIEVILLE,13061
ESPERANCE,12066
ESSEX,12936
ETNA,13062
EVANS MILLS,13637
FABIUS,13063
FAIR HAVEN,13064
FAYETTE,13065
FAYETTEVILLE,13066
FELTS MILLS,13638
FEURA BUSH,12067
FINE,13639
WELLESLEY ISLAND,13640
THOUSAND ISLAND PARK,13692
FISHERS LANDING,13641
FISHS EDDY,13774
FLY CREEK,13337
FONDA,12068
FORESTPORT,13338
FORT ANN,12827
FORT COVINGTON,12937
FORT EDWARD,12828
FORT HUNTER,12069
FORT JOHNSON,12070
FORT PLAIN,13339
FRANKFORT,13340
FRANKLIN,13775
TREADWELL,13846
FRANKLIN SPRINGS,13341
FREEVILLE,13068
FULTON,13069
FULTONHAM,12071
AURIESVILLE,12016
FULTONVILLE,12072
GABRIELS,12939
GALLUPVILLE,12073
GALWAY,12074
GANSEVOORT,12831
GENOA,13071
GEORGETOWN,13072
GHENT,12075
GILBERTSVILLE,13776
GILBOA,12076
GLEN AUBREY,13777
BRANTINGHAM,13312
GLENFIELD,13343
GREIG,13345
GLENMONT,12077
GLENS FALLS,12801
SOUTH GLENS FALLS,12803
QUEENSBURY,12804
GLOVERSVILLE,12078
GOUVERNEUR,13642
GRAFTON,12082
GRANVILLE,12832
GREAT BEND,13643
GREENE,13778
GREENFIELD CENTER,12833
GREENVILLE,12083
GREENWICH,12834
GROTON,13073
GUILDERLAND,12084
GUILDERLAND CENTER,12085
GUILFORD,13780
HADLEY,12835
HAGAMAN,12086
HAGUE,12836
HAILESBORO,13645
HAMDEN,13782
HAMILTON,13346
HAMMOND,13646
HAMPTON,12837
HANCOCK,13783
HANNACROIX,12087
HANNAWA FALLS,13647
HANNIBAL,13074
HARPERSFIELD,13786
HARPURSVILLE,13787
OUAQUAGA,13826
HARRISVILLE,13648
HARTFORD,12838
HARTWICK,13348
HASTINGS,13076
HELENA,13649
HENDERSON,13650
HENDERSON HARBOR,13651
HERKIMER,13350
HERMON,13652
HEUVELTON,13654
HINCKLEY,13352
HOBART,13788
HOFFMEISTER,13353
HOGANSBURG,13655
HOLLAND PATENT,13354
HOMER,13077
HOOSICK,12089
HOOSICK FALLS,12090
HOWES CAVE,12092
HUBBARDSVILLE,13355
HUDSON FALLS,12839
HULETTS LANDING,12841
ILION,13357
INDIAN LAKE,12842
INLET,13360
JAMESVILLE,13078
JAY,12941
JEFFERSON,12093
JOHNSBURG,12843
JOHNSON CITY,13790
JOHNSONVILLE,12094
JOHNSTOWN,12095
JORDAN,13080
JORDANVILLE,13361
KATTSKILL BAY,12844
KEENE,12942
KEENE VALLEY,12943
KEESEVILLE,12911
KILLAWOG,13794
KINDERHOOK,12106
KING FERRY,13081
KIRKVILLE,13082
KIRKWOOD,13795
KNOX,12107
KNOXBORO,13362
LACONA,13083
LA FARGEVILLE,13656
LA FAYETTE,13084
LAKE CLEAR,12945
LAKE GEORGE,12845
LAKE LUZERNE,12846
LAKE PLACID,12946
LAKE PLEASANT,12108
LATHAM,12110
NEWTONVILLE,12128
LAURENS,13796
LEE CENTER,13363
LEONARDSVILLE,13364
LEWIS,12950
LISBON,13658
LISLE,13797
LITTLE FALLS,13365
LITTLE YORK,13087
LIVERPOOL,13088
LOCKE,13092
LONG LAKE,12847
LORRAINE,13659
LOWVILLE,13367
LYCOMING,13093
LYON MOUNTAIN,12952
LYONS FALLS,13368
EAST PHARSALIA,13758
MC DONOUGH,13801
MC GRAW,13101
MC LEAN,13102
MADISON,13402
SOLSVILLE,13465
MADRID,13660
MAINE,13802
MALDEN BRIDGE,12115
MALLORY,13103
MALONE,12953
WHIPPLEVILLE,12995
MANLIUS,13104
MANNSVILLE,13661
MARATHON,13803
MARCELLUS,13108
MARCY,13403
MARIETTA,13110
MARTINSBURG,13404
MARTVILLE,13111
MARYLAND,12116
MASONVILLE,13804
MASSENA,13662
MAYFIELD,12117
MECHANICVILLE,12118
MEDUSA,12120
MELROSE,12121
MEMPHIS,13112
MERIDALE,13806
MERIDIAN,13113
MEXICO,13114
MIDDLEBURGH,12122
MIDDLE FALLS,12848
MIDDLE GRANVILLE,12849
MIDDLE GROVE,12850
MIDDLEVILLE,13406
MILFORD,13807
MINERVA,12851
MINETTO,13115
MINEVILLE,12956
WITHERBEE,12998
MINOA,13116
MOHAWK,13407
MOIRA,12957
MONTEZUMA,13117
MOOERS,12958
MOOERS FORKS,12959
MORAVIA,13118
MORIAH,12960
MORIAH CENTER,12961
MORRIS,13808
MORRISONVILLE,12962
MORRISTOWN,13664
MORRISVILLE,13408
MOUNT UPTON,13809
MOUNT VISION,13810
MUNNSVILLE,13409
NASSAU,12123
NATURAL BRIDGE,13665
NEDROW,13120
NELLISTON,13410
NEWARK VALLEY,13811
NEW BALTIMORE,12124
NEW BERLIN,13411
NEWCOMB,12852
NEW HARTFORD,13413
NEW HAVEN,13121
NEW LEBANON,12125
NEWPORT,13416
NEW RUSSIA,12964
NEWTON FALLS,13666
NEW WOODSTOCK,13122
NEW YORK MILLS,13417
NICHOLS,13812
NICHOLVILLE,12965
NINEVEH,13813
NIVERVILLE,12130
NORFOLK,13667
NORTH BANGOR,12966
NORTH BAY,13123
NORTH BLENHEIM,12131
NORTH CHATHAM,12132
NORTH CREEK,12853
NORTH GRANVILLE,12854
NORTH HOOSICK,12133
NORTH HUDSON,12855
LAWRENCEVILLE,12949
NORTH LAWRENCE,12967
NORTH NORWICH,13814
NORTH PITCHER,13124
NORTH RIVER,12856
NORTHVILLE,12134
NORWICH,13815
NORWOOD,13668
OGDENSBURG,13669
OLD CHATHAM,12136
OLD FORGE,13420
THENDARA,13472
OLMSTEDVILLE,12857
ONEIDA,13421
ONEONTA,13820
ORISKANY,13424
ORISKANY FALLS,13425
ORWELL,13426
OSWEGO,13126
OTEGO,13825
OWEGO,13827
OWLS HEAD,12969
OXFORD,13830
PALATINE BRIDGE,13428
MAPLE VIEW,13107
PARISH,13131
PARISHVILLE,13672
PATTERSONVILLE,12137
PAUL SMITHS,12970
PENNELLVILLE,13132
PERU,12972
PETERBORO,13134
PETERSBURG,12138
PHILADELPHIA,13673
PHOENIX,13135
PIERCEFIELD,12973
PIERREPONT MANOR,13674
PISECO,12139
PITCHER,13136
PLAINVILLE,13137
PLATTSBURGH,12901
PLYMOUTH,13832
POESTENKILL,12140
POLAND,13431
POMPEY,13138
POPLAR RIDGE,13139
PORT BYRON,13140
PORT CRANE,13833
PORTER CORNERS,12859
PORT HENRY,12974
PORT KENT,12975
PORTLANDVILLE,13834
PORT LEYDEN,13433
POTSDAM,13676
POTTERSVILLE,12860
PREBLE,13141
PROSPECT,13435
PULASKI,13142
PUTNAM STATION,12861
PYRITES,13677
QUAKER STREET,12141
RAINBOW LAKE,12976
RAQUETTE LAKE,13436
RAVENA,12143
RAY BROOK,12977
RAYMONDVILLE,13678
RED CREEK,13143
REDFIELD,13437
REDFORD,12978
REDWOOD,13679
REMSEN,13438
RENSSELAER,12144
RENSSELAER FALLS,13680
RENSSELAERVILLE,12147
REXFORD,12148
EAST SPRINGFIELD,13333
RICHFIELD SPRINGS,13439
HARFORD,13784
RICHFORD,13835
RICHLAND,13144
RICHMONDVILLE,12149
RICHVILLE,13681
RIPARIUS,12862
ROCK CITY FALLS,12863
RODMAN,13682
ROME,13440
ROOSEVELTOWN,13683
ROTTERDAM JUNCTION,12150
ROUND LAKE,12151
ROUSES POINT,12979
RUSSELL,13684
SABAEL,12864
SACKETS HARBOR,13685
SAINT JOHNSVILLE,13452
SAINT REGIS FALLS,12980
SALEM,12865
SALISBURY CENTER,13454
SAND LAKE,12153
SANDY CREEK,13145
SANGERFIELD,13455
SARANAC,12981
SARANAC LAKE,12983
SARATOGA SPRINGS,12866
SAUQUOIT,13456
SAVANNAH,13146
SCHAGHTICOKE,12154
ALPLAUS,12008
SCHENECTADY,12301
SCHENEVUS,12155
SCHODACK LANDING,12156
SCHOHARIE,12157
SCHROON LAKE,12870
SCHUYLER FALLS,12985
SCHUYLER LAKE,13457
SCHUYLERVILLE,12871
SCIPIO CENTER,13147
SELKIRK,12158
SENECA FALLS,13148
SEVERANCE,12872
SHARON SPRINGS,13459
SHERBURNE,13460
SHERRILL,13461
SHUSHAN,12873
SIDNEY,13838
SIDNEY CENTER,13839
SILVER BAY,12874
SKANEATELES,13152
MOTTVILLE,13119
SKANEATELES FALLS,13153
SLINGERLANDS,12159
SLOANSVILLE,12160
SMITHVILLE FLATS,13841
SMYRNA,13464
SOUTH BETHLEHEM,12161
SOUTH BUTLER,13154
SOUTH COLTON,13687
SOUTH KORTRIGHT,13842
SOUTH NEW BERLIN,13843
SOUTH OTSELIC,13155
SOUTH PLYMOUTH,13844
SPECULATOR,12164
SPENCERTOWN,12165
SPRAKERS,12166
SPRINGFIELD CENTER,13468
STAMFORD,12167
OSWEGATCHIE,13670
STAR LAKE,13690
STEPHENTOWN,12168
STERLING,13156
STILLWATER,12170
STITTVILLE,13469
STONY CREEK,12878
STOTTVILLE,12172
STRATFORD,13470
STUYVESANT,12173
STUYVESANT FALLS,12174
SUMMIT,12175
SYLVAN BEACH,13157
SYRACUSE,13201
TABERG,13471
PLESSIS,13675
THERESA,13691
THREE MILE BAY,13693
PARADOX,12858
TICONDEROGA,12883
TIOGA CENTER,13845
TRIBES HILL,12177
TROUT CREEK,13847
TROY,12180
EAST HOMER,13056
TRUXTON,13158
TULLY,13159
TUNNEL,13848
TUPPER LAKE,12986
TURIN,13473
UNADILLA,13849
UNION SPRINGS,13160
UPPER JAY,12987
UTICA,13501
VALATIE,12184
VALLEY FALLS,12185
VAN HORNESVILLE,13475
VERMONTVILLE,12989
VERNON,13476
VERNON CENTER,13477
VERONA,13478
VERONA BEACH,13162
VESTAL,13850
VICTORY MILLS,12884
VOORHEESVILLE,12186
WADDINGTON,13694
WALTON,13856
WAMPSVILLE,13163
WANAKENA,13695
WARNERS,13164
